transaction_id,user_id,plan_tier,monthly_spend,api_calls,response_latency_ms,error_flag
TXN_101855,180,Premium,0.0,18781,111.38919652065013,0
TXN_101856,826,Premium,0.0,10862,93.62821676618394,0
TXN_101857,584,Enterprise,29.99,3545,95.02335538621945,0
TXN_101858,473,Free,0.0,13351,169.12422440379174,0
TXN_101859,809,Free,29.99,9215,127.00245794792849,0
TXN_101860,299,Premium,29.99,3484,96.50586007876927,0
TXN_101861,636,Free,499.0,6433,124.16935134199271,0
TXN_101862,565,Free,0.0,11544,143.9678881549353,0
TXN_101863,188,Free,29.99,13393,78.0246809461274,0
TXN_101864,367,Enterprise,0.0,12411,139.30738436652982,0
TXN_101865,754,Enterprise,0.0,999999,147.86426211083193,0
TXN_101866,670,Premium,29.99,8118,198.92051011727415,0
TXN_101867,1021,Free,29.99,8426,139.34233345145537,0
TXN_101868,588,Free,0.0,7726,56.682141684698834,0
TXN_101869,976,Unknown,0.0,13161,149.72784169275172,0
TXN_101870,637,Unknown,29.99,10839,133.02272007471822,0
TXN_101871,146,Enterprise,0.0,8084,126.54898194454822,0
TXN_101872,387,Premium,29.99,11032,174.7240120740444,0
TXN_101873,877,Free,499.0,13449,141.01188243563584,0
TXN_101874,115,Enterprise,29.99,16110,153.0128595624498,0
TXN_101875,810,Free,29.99,13483,88.93850046027578,0
TXN_101876,500,Free,29.99,15432,141.39164337055726,0
TXN_101877,1018,Premium,499.0,6369,99.93744717897457,1
TXN_101878,893,Free,29.99,17254,99.8963724895423,0
TXN_101879,185,Free,0.0,11392,102.67282238262536,0
TXN_101880,349,Free,0.0,17556,58.524218818437845,0
TXN_101881,490,Free,,15579,106.60122139842144,0
TXN_101882,881,Enterprise,0.0,16156,114.5146337491729,0
TXN_101883,434,Free,29.99,9918,89.78058051870445,0
TXN_101884,728,Free,499.0,7863,189.9726775356915,0
TXN_101885,618,Free,29.99,7257,121.99607713079627,0
TXN_101886,236,Free,0.0,10915,103.9788022506184,0
TXN_101887,982,Free,0.0,8874,90.23319950895237,0
TXN_101888,787,Premium,0.0,8373,180.08418297607187,0
TXN_101889,939,Free,0.0,6140,92.84880770313413,0
TXN_101890,597,Premium,,9285,124.47605920151952,0
TXN_101891,926,Unknown,29.99,7792,152.90526448512514,0
TXN_101892,826,Premium,29.99,8032,67.10738592306967,0
TXN_101893,576,Free,0.0,10896,106.52431903664181,0
TXN_101894,693,Free,0.0,10988,130.1458415147623,0
TXN_101895,322,Enterprise,0.0,10463,115.79011469531662,0
TXN_101896,471,Premium,0.0,10048,138.6081635012281,0
TXN_101897,1034,Enterprise,29.99,3401,123.34212609198477,0
TXN_101898,501,Enterprise,29.99,6914,155.74646108279254,1
TXN_101899,542,Enterprise,0.0,10437,71.80103241623573,0
TXN_101900,589,Enterprise,29.99,8127,141.42438051735977,1
TXN_101901,714,Premium,,8260,119.24932863962931,0
TXN_101902,372,Free,0.0,8175,123.38691908639917,0
TXN_101903,625,Unknown,29.99,10987,136.03135232982942,0
TXN_101904,258,Premium,0.0,6704,69.11858553264925,0
TXN_101905,251,Free,29.99,11444,107.22303952488879,0
TXN_101906,719,Premium,0.0,8752,165.4066552215046,0
TXN_101907,287,Premium,29.99,15882,-999.0,0
TXN_101908,912,Enterprise,0.0,14847,127.60096303218657,0
TXN_101909,197,Premium,0.0,7072,127.35541923678028,0
TXN_101910,230,Free,499.0,16204,130.93118005976106,0
TXN_101911,904,Unknown,0.0,8605,9.341297963745888,0
TXN_101912,270,Enterprise,0.0,10903,187.8630378717709,0
TXN_101913,1035,Premium,29.99,12391,78.04904936423962,0
TXN_101914,282,Free,0.0,12309,182.6639078857761,0
TXN_101915,463,Free,29.99,8696,77.29443265975519,0
TXN_101916,138,Premium,29.99,11556,138.9432661961434,0
TXN_101917,626,Free,0.0,7034,100.63273801197896,0
TXN_101918,987,Free,0.0,12263,83.34736417905637,0
TXN_101919,596,Premium,499.0,9748,238.96532023792366,0
TXN_101920,615,Free,0.0,5866,109.01990834636541,0
TXN_101921,448,Free,499.0,8078,55.85656876187355,0
TXN_101922,1020,Free,0.0,7622,184.54335916944407,0
TXN_101923,496,Free,29.99,7707,157.6850460789696,0
TXN_101924,821,Premium,499.0,8954,190.15357445925036,0
TXN_101925,260,Free,29.99,5015,59.755310950867035,0
TXN_101926,115,Free,0.0,10188,79.40302436465643,0
TXN_101927,592,Premium,29.99,6988,136.81476129499956,0
TXN_101928,525,Unknown,29.99,14369,103.62002145541648,0
TXN_101929,207,Premium,29.99,8151,93.5808716797376,0
TXN_101930,993,Free,0.0,11301,151.43446225210778,0
TXN_101931,549,Free,29.99,5947,65.00274345492991,0
TXN_101932,410,Enterprise,0.0,7530,66.02278030020403,0
TXN_101933,838,Free,0.0,12122,133.21116175631616,0
TXN_101934,269,Premium,29.99,18156,76.00577864574315,0
TXN_101935,645,Free,0.0,7718,99.1502924028718,0
TXN_101936,513,Free,499.0,8597,129.4806210084119,0
TXN_101937,350,Enterprise,499.0,12840,89.51828432915853,0
TXN_101938,858,Premium,499.0,9811,81.35105752619307,0
TXN_101939,880,Premium,29.99,16993,177.6105393064102,0
TXN_101940,240,Free,29.99,7738,110.40002279933442,0
TXN_101941,373,Free,0.0,9362,149.27945988500107,0
TXN_101942,515,Premium,29.99,13528,93.75001345562532,0
TXN_101943,707,Premium,0.0,5102,112.85571553270206,0
TXN_101944,838,Free,0.0,9703,129.30035078543585,0
TXN_101945,990,Free,29.99,7937,120.35873197766958,0
TXN_101946,138,Free,0.0,5716,130.55336381463988,0
TXN_101947,913,Unknown,0.0,9455,216.17505549513655,0
TXN_101948,128,Premium,29.99,8945,162.93372564028897,0
TXN_101949,576,Enterprise,0.0,23553,145.29936938745684,0
TXN_101950,417,Free,0.0,9161,169.986800135524,1
TXN_101951,344,Unknown,0.0,6168,100.96181277769408,0
TXN_101952,847,Free,29.99,7306,194.15964691575346,0
TXN_101953,796,Premium,29.99,10837,53.12290848495219,0
TXN_101954,371,Enterprise,29.99,11384,143.7888593622233,0
TXN_101955,539,Free,0.0,7774,181.41729683736392,0
TXN_101956,847,Free,29.99,12237,56.1662425739182,0
TXN_101957,338,Free,29.99,10560,124.05275648758501,0
TXN_101958,476,Free,0.0,7042,96.34360989603402,0
TXN_101959,365,Premium,0.0,14837,60.104784796500304,0
TXN_101960,1025,Premium,29.99,19559,129.6968372295303,0
TXN_101961,1020,Premium,29.99,11097,104.68766094162976,0
TXN_101962,458,Premium,29.99,16439,170.22070132388689,0
TXN_101963,439,Premium,0.0,10146,117.36875089214288,0
TXN_101964,488,Free,29.99,6255,71.93008302879379,1
TXN_101965,676,Free,29.99,10995,113.06013045258115,0
TXN_101966,788,Unknown,29.99,11784,98.2092709680619,0
TXN_101967,102,Free,29.99,5842,185.89927835237927,0
TXN_101968,528,Premium,499.0,6629,136.63529300885745,0
TXN_101969,241,Free,499.0,16420,120.27788705874137,0
TXN_101970,475,Premium,29.99,18099,208.13073669588607,0
TXN_101971,769,Premium,29.99,3381,133.78424558351483,0
TXN_101972,423,Free,0.0,13079,100.96808359659718,0
TXN_101973,245,Free,29.99,7248,105.63860584563638,0
TXN_101974,392,Premium,29.99,10084,144.17561751500017,0
TXN_101975,764,Free,0.0,11048,86.4619777601859,0
TXN_101976,531,Free,0.0,8091,258.51094771372203,0
TXN_101977,804,Premium,0.0,7668,133.46160370347374,0
TXN_101978,1048,Free,0.0,11120,127.36697624246054,0
TXN_101979,684,Enterprise,0.0,12263,38.156710743037905,0
TXN_101980,498,Premium,0.0,12979,17.678863818226674,0
TXN_101981,916,Free,29.99,14043,91.77412664747777,0
TXN_101982,988,Premium,0.0,9474,95.89635857452818,0
TXN_101983,443,Premium,0.0,8122,88.02038849134233,0
TXN_101984,239,Free,499.0,14185,112.6849369422772,0
TXN_101985,286,Free,0.0,14086,31.312700906332424,0
TXN_101986,904,Free,499.0,8407,147.54806698967994,0
TXN_101987,160,Free,29.99,3949,117.72723591863239,0
TXN_101988,1038,Free,0.0,9284,140.5280692027716,0
TXN_101989,479,Free,0.0,5583,132.303238581554,0
TXN_101990,809,Free,0.0,9139,84.649525724569,0
TXN_101991,906,Premium,0.0,10073,136.9248350900222,0
TXN_101992,539,Premium,0.0,7448,181.0805816134294,0
TXN_101993,418,Premium,0.0,8982,87.0892063101775,0
TXN_101994,401,Premium,0.0,7000,165.1580529797493,0
TXN_101995,443,Enterprise,29.99,10010,178.06327773405172,0
TXN_101996,110,Premium,0.0,11172,125.55218890875825,0
TXN_101997,161,Premium,499.0,8930,113.14950118989026,0
TXN_101998,944,Free,0.0,11596,107.90236272837691,0
TXN_101999,325,Enterprise,499.0,10146,125.01121188780037,0
TXN_102000,252,Free,0.0,6602,225.22877343735416,0
TXN_102001,810,Free,29.99,7491,91.16565944357959,0
TXN_102002,663,Premium,0.0,8490,144.15625971476786,0
TXN_102003,871,Free,29.99,19400,136.1664839890296,0
TXN_102004,670,Free,0.0,8122,167.36437000964017,0
TXN_102005,683,Premium,29.99,6543,118.19886756187604,0
TXN_102006,759,Premium,0.0,10127,135.4916587947928,0
TXN_102007,960,Premium,29.99,8811,84.70607001738512,0
TXN_102008,674,Enterprise,0.0,6199,94.3427289068421,0
TXN_102009,409,Free,0.0,9791,117.04820992280078,0
TXN_102010,984,Free,0.0,13424,46.42262446990027,0
TXN_102011,342,Premium,0.0,15922,102.9664961787253,0
TXN_102012,592,Free,29.99,9235,140.62065963392712,0
TXN_102013,465,Premium,,11235,173.96443320362738,0
TXN_102014,429,Free,0.0,6012,96.07351969315962,0
TXN_102015,206,Free,29.99,7763,116.48365304940062,1
TXN_102016,325,Premium,29.99,9976,121.22656692523871,0
TXN_102017,924,Premium,29.99,5774,95.35794469215935,0
TXN_102018,317,Premium,0.0,11536,103.486321895082,0
TXN_102019,1036,Free,0.0,16143,154.2883807364256,0
TXN_102020,852,Free,499.0,10286,219.30220377119872,0
TXN_102021,605,Free,0.0,9046,132.07672571047434,0
TXN_102022,358,Free,29.99,4625,167.53904952433194,0
TXN_102023,987,Free,29.99,15391,59.390888528490166,0
TXN_102024,873,Free,0.0,13309,135.79512386221822,0
TXN_102025,616,Premium,0.0,10504,188.7597840573868,0
TXN_102026,872,Free,29.99,7294,169.27239531199433,0
TXN_102027,153,Premium,0.0,8094,111.31956965928458,0
TXN_102028,146,Enterprise,0.0,10561,164.34118581653968,0
TXN_102029,826,Free,0.0,9741,134.45983138601773,0
TXN_102030,788,Free,,6962,58.19827748770818,0
TXN_102031,620,Free,0.0,18132,83.40480115800312,0
TXN_102032,198,Premium,29.99,14234,151.99189390694755,0
TXN_102033,119,Free,0.0,4171,109.88616061581254,0
TXN_102034,989,Free,0.0,6028,52.47620368967448,0
TXN_102035,852,Premium,499.0,7764,129.83541543598506,0
TXN_102036,672,Free,29.99,11992,92.7536335656453,0
TXN_102037,990,Premium,0.0,7167,-1.3932877320502541,0
TXN_102038,589,Premium,29.99,3092,114.88976860933624,0
TXN_102039,518,Premium,0.0,5529,40.39580884651282,0
TXN_102040,789,Free,29.99,9670,116.60776421083018,0
TXN_102041,949,Enterprise,0.0,6063,115.00887616971566,0
TXN_102042,161,Premium,499.0,10234,225.658610519131,0
TXN_102043,244,Free,29.99,7971,146.48042028703728,0
TXN_102044,315,Free,0.0,11804,134.1713523153207,0
TXN_102045,102,Free,499.0,11160,177.39228331932378,0
TXN_102046,259,Enterprise,,14441,101.38647096528216,0
TXN_102047,838,Enterprise,0.0,11297,101.3754845512016,0
TXN_102048,880,Premium,499.0,2662,86.89555502719682,0
TXN_102049,219,Enterprise,499.0,12561,171.96132920154588,1
TXN_102050,992,Free,29.99,15250,128.52892095952404,0
TXN_102051,188,Free,,5360,90.2615519635437,0
TXN_102052,428,Enterprise,29.99,8967,155.42805887131146,0
TXN_102053,679,Premium,29.99,6769,65.92718064107862,0
TXN_102054,1009,Free,499.0,13870,81.62867359006346,0
TXN_102055,456,Premium,29.99,6999,106.33941784647234,0
TXN_102056,709,Unknown,29.99,11264,124.61102300161163,0
TXN_102057,366,Premium,0.0,8937,134.90197388726196,0
TXN_102058,716,Enterprise,499.0,4858,110.22251758330333,0
TXN_102059,422,Premium,29.99,12276,130.74228591172908,0
TXN_102060,734,Free,29.99,7078,154.53288012993028,0
TXN_102061,640,Enterprise,0.0,7445,189.61197309363422,0
TXN_102062,748,Free,0.0,9977,121.77092733115407,0
TXN_102063,294,Enterprise,0.0,8974,195.8220092720184,1
TXN_102064,1020,Free,29.99,5133,125.59891921120344,0
TXN_102065,837,Premium,0.0,8082,107.93614062222133,0
TXN_102066,431,Free,499.0,10043,97.13084591277506,0
TXN_102067,269,Free,29.99,7366,62.0728755642403,0
TXN_102068,620,Free,499.0,9212,99.24801713289011,0
TXN_102069,562,Unknown,0.0,6866,153.5070143744625,0
TXN_102070,139,Unknown,,10237,85.47677796077147,0
TXN_102071,636,Free,0.0,7837,85.24252475590721,0
TXN_102072,360,Unknown,29.99,10159,97.54445451008021,0
TXN_102073,494,Enterprise,29.99,8931,-999.0,0
TXN_102074,325,Premium,0.0,16096,91.00416102827812,0
TXN_102075,223,Free,0.0,9579,31.693111775665614,0
TXN_102076,137,Enterprise,0.0,10448,-999.0,0
TXN_102077,427,Premium,29.99,10738,80.38440455598995,0
TXN_102078,350,Enterprise,0.0,10243,122.39661803405318,0
TXN_102079,1000,Enterprise,,14211,108.0110965644222,0
TXN_102080,275,Enterprise,0.0,8845,114.39469553085499,0
TXN_102081,701,Premium,,8238,181.1238576886015,0
TXN_102082,1013,Free,0.0,9629,197.8554632195997,0
TXN_102083,553,Free,0.0,9545,71.57858517531126,0
TXN_102084,136,Free,0.0,2508,62.268174405114316,0
TXN_102085,415,Free,499.0,7748,167.027574953754,0
TXN_102086,787,Premium,29.99,8032,123.1960739835997,0
TXN_102087,895,Premium,0.0,7730,121.12195401040138,0
TXN_102088,692,Enterprise,0.0,6347,75.36351829192517,0
TXN_102089,213,Free,0.0,6358,60.901529102733505,0
TXN_102090,139,Premium,29.99,5220,9.219800155969097,0
TXN_102091,400,Free,0.0,9249,124.25666582475998,0
TXN_102092,323,Free,29.99,13392,159.3319179178646,0
TXN_102093,417,Free,29.99,13336,144.58414855716143,0
TXN_102094,448,Premium,499.0,8758,131.61239477349457,0
TXN_102095,214,Free,29.99,11075,75.52034618503342,0
TXN_102096,797,Premium,0.0,11514,57.799924545795065,0
TXN_102097,422,Free,,12420,149.93070711463605,0
TXN_102098,667,Enterprise,0.0,14583,66.10778504450991,0
TXN_102099,139,Enterprise,0.0,12440,82.50250063008053,0
TXN_102100,965,Unknown,499.0,10435,85.20342553067536,0
TXN_102101,139,Enterprise,0.0,19000,119.32702094560837,0
TXN_102102,958,Enterprise,0.0,8520,121.89945656133771,0
TXN_102103,848,Enterprise,0.0,7910,156.55615432175918,0
TXN_102104,388,Premium,0.0,4262,121.61946036829062,0
TXN_102105,361,Free,0.0,6795,115.39428707119448,0
TXN_102106,315,Free,0.0,10164,171.50277767753863,0
TXN_102107,246,Free,0.0,9035,91.63335139815533,0
TXN_102108,435,Premium,499.0,11756,121.06121959440327,1
TXN_102109,267,Premium,29.99,14077,73.58297859523636,0
TXN_102110,191,Enterprise,29.99,14933,126.86915260131317,0
TXN_102111,452,Unknown,29.99,17805,156.35562479693007,0
TXN_102112,670,Free,499.0,9106,91.7722632832212,0
TXN_102113,670,Premium,499.0,13730,194.50051363073527,0
TXN_102114,915,Unknown,499.0,9287,121.38254068972913,0
TXN_102115,780,Free,499.0,7227,145.06581402969212,0
TXN_102116,880,Premium,0.0,13279,50.70072130647222,0
TXN_102117,462,Free,29.99,5317,183.14299958947277,0
TXN_102118,656,Premium,29.99,10290,169.09689146907073,0
TXN_102119,444,Free,29.99,9896,31.266547161617268,0
TXN_102120,792,Enterprise,29.99,18306,57.903189978703345,0
TXN_102121,269,Premium,0.0,15823,155.85237771516543,0
TXN_102122,455,Free,0.0,13936,162.57286908081113,0
TXN_102123,290,Free,499.0,6363,36.15186426821512,0
TXN_102124,766,Free,29.99,8225,152.92618099174663,0
TXN_102125,521,Unknown,0.0,10867,89.98641979591528,0
TXN_102126,799,Premium,0.0,8027,115.43161474358192,0
TXN_102127,106,Free,29.99,5332,110.29095382907903,0
TXN_102128,232,Free,0.0,8733,85.4882274978902,0
TXN_102129,846,Premium,0.0,7224,108.95390396649711,0
TXN_102130,656,Premium,0.0,8406,78.35182894682347,0
TXN_102131,925,Premium,0.0,5648,92.46037030905768,0
TXN_102132,860,Free,0.0,8931,67.37303252288412,0
TXN_102133,130,Premium,29.99,10541,175.98926215263276,0
TXN_102134,634,Premium,0.0,6338,97.02851936188542,0
TXN_102135,525,Unknown,0.0,10399,163.39139866978846,0
TXN_102136,493,Enterprise,29.99,9664,145.578591529861,0
TXN_102137,771,Premium,499.0,12051,169.10534654257754,0
TXN_102138,462,Premium,0.0,8612,99.63757383077522,0
TXN_102139,536,Free,29.99,5351,110.79709933676368,0
TXN_102140,769,Enterprise,,14135,124.54901183331732,0
TXN_102141,650,Free,499.0,9040,65.13030703418647,0
TXN_102142,1026,Free,499.0,10220,123.360311902383,0
TXN_102143,181,Free,29.99,7914,106.26932550812396,0
TXN_102144,455,Enterprise,0.0,12889,173.3380761432852,0
TXN_102145,357,Free,29.99,13002,184.13524263068553,0
TXN_102146,817,Free,29.99,9661,201.3977262111414,0
TXN_102147,688,Free,0.0,14142,39.285500194555325,1
TXN_102148,623,Free,29.99,11517,-999.0,0
TXN_102149,394,Free,29.99,4326,104.95129358582524,0
TXN_102150,323,Enterprise,,5769,89.22189620264449,0
TXN_102151,624,Enterprise,0.0,4850,188.46588326725634,0
TXN_102152,145,Free,0.0,11809,74.48107966440381,0
TXN_102153,766,Enterprise,29.99,6180,129.34260938395673,0
TXN_102154,212,Premium,0.0,9279,77.55855491426087,0
TXN_102155,332,Free,29.99,14501,10.84471663165806,1
TXN_102156,116,Premium,0.0,14661,52.364187523546136,0
TXN_102157,459,Unknown,29.99,8717,16.289700011183896,0
TXN_102158,322,Free,29.99,7851,100.32331060159353,0
TXN_102159,965,Free,0.0,9993,62.03018474377855,0
TXN_102160,799,Enterprise,0.0,12230,172.0234512218624,0
TXN_102161,547,Premium,0.0,6510,146.03375471610693,0
TXN_102162,955,Free,0.0,8344,78.52978540605469,0
TXN_102163,464,Premium,29.99,8248,73.6484210249788,0
TXN_102164,774,Premium,29.99,11348,94.09852600559032,0
TXN_102165,425,Enterprise,0.0,8315,103.08089905117373,0
TXN_102166,566,Premium,29.99,7253,174.9730028980132,0
TXN_102167,513,Free,0.0,19657,96.2754828150828,0
TXN_102168,554,Premium,499.0,6962,124.40630654686059,0
TXN_102169,685,Premium,0.0,11800,95.12344898967052,0
TXN_102170,332,Free,499.0,5938,145.59859196244287,0
TXN_102171,323,Premium,29.99,10106,152.51035075723303,0
TXN_102172,930,Enterprise,29.99,10268,-999.0,0
TXN_102173,511,Free,29.99,12979,161.6527144251346,0
TXN_102174,671,Premium,499.0,5939,11.241548545457206,0
TXN_102175,434,Free,499.0,6173,51.541014344813604,0
TXN_102176,321,Free,29.99,8192,129.3762906785056,0
TXN_102177,136,Free,0.0,7528,130.63093225795646,0
TXN_102178,377,Free,499.0,5641,107.28897515990414,0
TXN_102179,295,Enterprise,0.0,6701,163.21362774314977,0
TXN_102180,1015,Free,499.0,20650,187.6866404241908,0
TXN_102181,963,Premium,29.99,7800,89.05057490833067,0
TXN_102182,583,Free,499.0,7758,49.927750890310165,0
TXN_102183,341,Unknown,499.0,11573,139.66146334071803,0
TXN_102184,423,Premium,0.0,10814,92.74027082806502,0
TXN_102185,830,Premium,29.99,7995,24.04551516101816,0
TXN_102186,291,Free,0.0,14845,132.91073378910778,0
TXN_102187,116,Free,0.0,11859,139.91431664460453,0
TXN_102188,623,Free,0.0,14339,88.20096350204773,0
TXN_102189,1017,Enterprise,0.0,14148,112.78382708177566,0
TXN_102190,500,Free,29.99,12241,134.21583836256508,0
TXN_102191,1005,Premium,,12787,186.034396321909,0
TXN_102192,985,Premium,29.99,9306,147.6866635159746,0
TXN_102193,804,Free,0.0,6245,52.57418717894022,0
TXN_102194,121,Premium,499.0,11979,186.72030897128832,0
TXN_102195,573,Premium,499.0,13798,196.68484976557426,0
TXN_102196,219,Premium,29.99,19336,138.99137065856146,0
TXN_102197,309,Free,29.99,19579,170.64629600770687,0
TXN_102198,405,Free,499.0,6678,65.49364934784828,0
TXN_102199,369,Free,0.0,7318,121.75053293272887,0
TXN_102200,803,Enterprise,499.0,9150,158.39192855720842,0
TXN_102201,786,Premium,499.0,14128,131.66613911754717,0
TXN_102202,384,Free,499.0,7943,86.58059448189474,0
TXN_102203,815,Enterprise,0.0,10555,74.7572530365131,0
TXN_102204,775,Free,499.0,18094,132.99147325964205,0
TXN_102205,862,Enterprise,29.99,10551,154.04243155764658,1
TXN_102206,326,Unknown,29.99,10916,68.42995591631765,1
TXN_102207,1047,Enterprise,499.0,10082,95.77014713267704,0
TXN_102208,480,Enterprise,0.0,6509,225.71008105798683,0
TXN_102209,559,Free,0.0,14061,148.88656728900048,0
TXN_102210,106,Free,499.0,7372,108.81928226814837,0
TXN_102211,128,Premium,499.0,8090,164.1357867669623,0
TXN_102212,1006,Free,499.0,10836,153.22744880137463,0
TXN_102213,132,Free,0.0,16059,130.3084286921726,0
TXN_102214,745,Premium,29.99,10910,131.25099841233865,0
TXN_102215,978,Free,0.0,8530,90.20030491214447,0
TXN_102216,178,Enterprise,499.0,10130,162.42328337671995,0
TXN_102217,1027,Enterprise,0.0,8704,84.02194942211679,0
TXN_102218,1046,Enterprise,29.99,11593,159.2325328378096,0
TXN_102219,558,Premium,29.99,13349,162.38192711523487,0
TXN_102220,669,Enterprise,,11438,94.5785078113679,0
TXN_102221,637,Enterprise,29.99,16430,44.05819769232721,0
TXN_102222,581,Premium,29.99,9640,152.23946851588755,0
TXN_102223,529,Free,0.0,5247,155.1114409954574,0
TXN_102224,837,Enterprise,29.99,10615,139.59393469157732,0
TXN_102225,384,Enterprise,29.99,11263,54.33559414301983,0
TXN_102226,615,Free,0.0,6500,133.44313399473774,0
TXN_102227,198,Free,29.99,7706,199.3578530664194,0
TXN_102228,496,Premium,499.0,9416,193.94954527728368,0
TXN_102229,588,Free,0.0,10314,176.4371125570143,0
TXN_102230,138,Enterprise,0.0,18985,146.31190598414832,0
TXN_102231,370,Unknown,29.99,22198,142.8314287296043,0
TXN_102232,986,Free,499.0,11024,97.64617503436449,0
TXN_102233,896,Premium,0.0,7107,194.99113396234955,1
TXN_102234,256,Free,499.0,11609,128.83631247591848,0
TXN_102235,174,Premium,499.0,9534,172.35625863295627,0
TXN_102236,983,Free,0.0,7583,107.02052181645931,0
TXN_102237,899,Premium,0.0,11608,147.66252147211208,0
TXN_102238,229,Free,29.99,8776,115.1181246662788,0
TXN_102239,786,Free,,10636,51.82354718341661,0
TXN_102240,183,Free,29.99,8453,86.01737687472578,0
TXN_102241,121,Free,0.0,3745,102.11799187377788,0
TXN_102242,558,Premium,0.0,15116,188.64901784670627,0
TXN_102243,638,Free,29.99,12051,70.18812389353556,0
TXN_102244,806,Premium,29.99,9724,75.60505353483389,0
TXN_102245,948,Enterprise,0.0,6760,87.2569459094208,0
TXN_102246,481,Enterprise,29.99,5271,174.78425291431847,0
TXN_102247,847,Enterprise,0.0,6948,113.49571247122512,0
TXN_102248,539,Enterprise,29.99,6363,114.7553437136044,0
TXN_102249,703,Free,0.0,14489,156.4650118412194,0
TXN_102250,120,Free,0.0,12381,194.87550473523737,0
TXN_102251,402,Premium,499.0,11957,208.4895937601733,0
TXN_102252,968,Enterprise,0.0,8944,189.91223080473338,0
TXN_102253,183,Unknown,29.99,12067,111.74846689011585,0
TXN_102254,873,Free,0.0,9582,102.98446670479748,0
TXN_102255,758,Free,0.0,10429,113.02465536191355,0
TXN_102256,552,Free,0.0,8759,42.12891638529109,0
TXN_102257,486,Premium,0.0,8584,56.7298209976909,0
TXN_102258,606,Premium,0.0,14506,147.9978195895741,0
TXN_102259,356,Free,499.0,14094,51.07015555674889,0
TXN_102260,669,Free,0.0,8678,72.89247974746436,0
TXN_102261,991,Premium,0.0,5446,128.58878873961365,0
TXN_102262,1033,Premium,499.0,11037,72.35668299698013,0
TXN_102263,626,Free,0.0,9315,94.76037955871894,0
TXN_102264,261,Enterprise,29.99,9758,95.4723831005842,0
TXN_102265,262,Premium,0.0,10013,11.145712102098045,0
TXN_102266,931,Enterprise,0.0,6159,117.36666683177046,0
TXN_102267,892,Enterprise,29.99,16475,103.31624800567201,0
TXN_102268,891,Free,,7540,109.68938337378695,0
TXN_102269,623,Free,0.0,10816,57.58350119063726,0
TXN_102270,885,Premium,0.0,9494,81.32224736656627,0
TXN_102271,370,Free,0.0,9453,100.23302677282982,0
TXN_102272,591,Enterprise,0.0,8549,70.82551344904498,0
TXN_102273,307,Premium,499.0,6085,96.65712715660462,0
TXN_102274,638,Enterprise,0.0,3605,231.34892570716426,0
TXN_102275,683,Free,499.0,5533,135.018446771408,0
TXN_102276,159,Free,0.0,9883,99.95305933971466,0
TXN_102277,529,Premium,499.0,8782,115.35479296990343,0
TXN_102278,756,Free,29.99,7956,174.8477550603332,0
TXN_102279,704,Premium,499.0,6648,91.80002276677897,0
TXN_102280,408,Enterprise,0.0,14693,131.7861965754341,0
TXN_102281,619,Free,499.0,5890,180.1335495632731,0
TXN_102282,690,Premium,29.99,8482,117.84235590140393,0
TXN_102283,126,Free,29.99,12282,109.84779624644246,0
TXN_102284,785,Free,499.0,3408,187.68915928681662,0
TXN_102285,661,Unknown,29.99,8956,166.1101442998772,0
TXN_102286,298,Unknown,499.0,9239,143.90787184105875,0
TXN_102287,486,Premium,0.0,7538,115.36443163979422,1
TXN_102288,448,Enterprise,29.99,14061,67.73760050809952,0
TXN_102289,1039,Premium,499.0,10176,211.50360227280854,0
TXN_102290,792,Free,0.0,9685,169.8122738495072,0
TXN_102291,635,Free,29.99,7379,116.33477870063277,0
TXN_102292,927,Enterprise,,11944,173.9331328602591,1
TXN_102293,477,Free,29.99,8012,165.38495759718924,0
TXN_102294,998,Premium,0.0,7913,92.56893810510977,0
TXN_102295,1015,Premium,0.0,5878,107.50423757897339,0
TXN_102296,657,Premium,499.0,13067,155.09031492157254,0
TXN_102297,626,Free,,8477,80.53516626388398,0
TXN_102298,252,Free,,8006,151.00608222491064,0
TXN_102299,833,Free,29.99,6751,109.77368803780452,0
TXN_102300,305,Premium,29.99,6735,86.04712607364144,0
TXN_102301,554,Premium,0.0,12794,77.98804594818833,0
TXN_102302,372,Premium,0.0,5581,109.87335131824659,0
TXN_102303,993,Premium,0.0,7111,133.72534041697924,0
TXN_102304,335,Free,0.0,13074,93.52757641903905,0
TXN_102305,951,Enterprise,499.0,10001,103.91633331797058,0
TXN_102306,839,Premium,499.0,7718,-999.0,0
TXN_102307,620,Free,29.99,8571,250.1913069293016,0
TXN_102308,777,Free,,9151,134.73269806325018,0
TXN_102309,1043,Enterprise,,6096,138.55549102409117,0
TXN_102310,930,Enterprise,29.99,8050,119.94547759038684,0
TXN_102311,825,Free,29.99,13281,215.0550699651913,0
TXN_102312,600,Premium,0.0,10593,31.226423359485906,1
TXN_102313,216,Free,29.99,13288,70.9575374553992,0
TXN_102314,485,Free,0.0,11408,82.42024960284427,0
TXN_102315,443,Premium,0.0,5796,159.76838227681975,0
TXN_102316,683,Premium,499.0,7074,99.61356972395642,0
TXN_102317,494,Premium,0.0,5015,156.17079118596646,0
TXN_102318,163,Free,0.0,8959,4.526275731594012,0
TXN_102319,816,Free,29.99,9717,134.5700846991027,0
TXN_102320,820,Free,29.99,6366,64.44859138843509,0
TXN_102321,171,Free,0.0,16082,159.57709105816403,0
TXN_102322,888,Free,0.0,10364,71.39673057258724,0
