Strategy,Entry Time,Exit Time,Type,Lots,Entry Price,Exit Price,RR,PnL,Balance
SMC_FVG,04/12/2025 03:40,04/12/2025 05:45,SELL,0.01,4196.965,4180.30934,2,16.66,1348.98
VWAP_REVERSION,04/12/2025 16:15,05/12/2025 01:10,SELL,0.02,4217.154,4197.651799,3.29,39,1387.99
RSI_REVERSION,05/12/2025 01:10,05/12/2025 02:00,BUY,0.02,4197.148,4204.058571,1.51,13.82,1401.81
VWAP_REVERSION,05/12/2025 04:30,05/12/2025 05:30,SELL,0.02,4215.803,4220.324776,2.66,-9.04,1392.76
SMC_FVG,05/12/2025 06:55,05/12/2025 09:15,BUY,0.02,4224.483,4216.678539,2,-15.61,1377.16
SMC_CHOCH,05/12/2025 13:30,05/12/2025 16:10,BUY,0.01,4234.69,4219.621872,2,-15.07,1362.09
SMC_FVG,05/12/2025 16:25,08/12/2025 15:05,SELL,0.01,4216.598,4185.472054,2,31.13,1393.21
RSI_REVERSION,08/12/2025 15:05,09/12/2025 06:05,BUY,0.03,4180.518,4175.213995,4.06,-15.91,1377.3
VWAP_REVERSION,09/12/2025 06:05,09/12/2025 06:10,BUY,0.03,4174.485,4170.391165,3.88,-12.28,1365.02
SMC_CHOCH,10/12/2025 01:05,10/12/2025 05:15,BUY,0.01,4210.857,4202.600174,2,-8.26,1356.76
SMC_FVG,10/12/2025 05:30,10/12/2025 05:40,SELL,0.02,4207.813,4211.843259,2,-8.06,1348.7
VWAP_REVERSION,10/12/2025 09:50,10/12/2025 10:30,BUY,0.03,4194.385,4189.674959,2.87,-14.13,1334.57
SMC_CHOCH,10/12/2025 12:20,10/12/2025 12:55,BUY,0.05,4198.378,4195.534132,2,-14.22,1320.35
VWAP_REVERSION,10/12/2025 15:50,10/12/2025 16:30,BUY,0.03,4190.939,4202.814503,2.78,35.63,1355.98
RSI_REVERSION,11/12/2025 00:10,11/12/2025 02:25,SELL,0.01,4242.901,4230.594643,1.8,12.31,1368.29
SMC_CHOCH,11/12/2025 02:35,11/12/2025 14:35,SELL,0.01,4223.23,4240.584425,2,-17.35,1350.93
VWAP_REVERSION,11/12/2025 14:35,11/12/2025 15:30,SELL,0.02,4239.832,4245.248058,3.54,-10.83,1340.1
SMC_FVG,11/12/2025 18:55,12/12/2025 08:00,BUY,0.01,4268.103,4291.042556,2,22.94,1363.04
SMC_CHOCH,12/12/2025 11:15,12/12/2025 12:45,BUY,0.01,4337.072,4327.679878,2,-9.39,1353.65
SMC_FVG,12/12/2025 12:45,12/12/2025 13:25,BUY,0.02,4324.88,4339.015,2.2,28.27,1381.92
SMC_CHOCH,12/12/2025 14:50,12/12/2025 15:15,BUY,0.01,4349.525,4324.909417,2,-24.62,1357.3
SMC_CHOCH,12/12/2025 16:35,12/12/2025 18:10,SELL,0.01,4266.373,4302.02874,2,-35.66,1321.65
SMC_FVG,14/12/2025 23:10,15/12/2025 01:40,BUY,0.01,4302.554,4321.748311,2,19.19,1340.84
SMC_FVG,15/12/2025 04:30,15/12/2025 05:35,BUY,0.01,4324.694,4338.822984,2,14.13,1354.97
VWAP_REVERSION,15/12/2025 10:15,15/12/2025 14:00,SELL,0.02,4344.949,4330.439494,1.8,29.02,1383.99
SMC_CHOCH,15/12/2025 16:30,15/12/2025 18:55,SELL,0.01,4290.933,4311.749011,2,-20.82,1363.17
SMC_FVG,15/12/2025 23:05,16/12/2025 02:50,BUY,0.01,4305.754,4298.50352,2,-7.25,1355.92
VWAP_REVERSION,16/12/2025 03:10,16/12/2025 05:30,BUY,0.01,4282.275,4276.372136,3.78,-5.9,1350.02
SMC_CHOCH,16/12/2025 13:30,17/12/2025 14:00,BUY,0.01,4307.352,4345.254486,2,37.9,1387.92
VWAP_REVERSION,17/12/2025 14:00,17/12/2025 14:15,SELL,0.03,4344.75,4323.060205,4.22,65.07,1452.99
SMC_FVG,17/12/2025 23:15,18/12/2025 08:55,SELL,0.01,4337.816,4322.758655,2,15.06,1468.05
SMC_CHOCH,18/12/2025 13:30,18/12/2025 14:40,BUY,0.01,4329.251,4311.606109,2,-17.64,1450.4
VWAP_REVERSION,18/12/2025 14:40,18/12/2025 14:45,BUY,0.03,4314.272,4309.332636,3.25,-14.82,1435.58
RSI_REVERSION,18/12/2025 16:10,18/12/2025 16:15,SELL,0.02,4362.438,4368.283231,4.06,-11.69,1423.89
SMC_CHOCH,19/12/2025 01:30,19/12/2025 13:10,SELL,0.01,4309.884,4334.272215,2,-24.39,1399.51
VWAP_REVERSION,19/12/2025 13:15,19/12/2025 14:35,SELL,0.03,4332.817,4337.269227,1.97,-13.36,1386.15
LIQUIDITY_SWEEP,21/12/2025 23:20,22/12/2025 00:00,BUY,0.01,4347.396,4360.436526,2,13.04,1399.19
SMC_FVG,22/12/2025 00:40,22/12/2025 01:35,BUY,0.01,4361.998,4373.329741,2,11.33,1410.52
SMC_CHOCH,22/12/2025 01:40,22/12/2025 15:55,BUY,0.01,4381.785,4433.349708,2,51.56,1462.09
SMC_CHOCH,22/12/2025 18:25,22/12/2025 21:25,SELL,0.01,4434.341,4444.546794,2,-10.21,1451.88
VWAP_REVERSION,22/12/2025 23:00,22/12/2025 23:10,SELL,0.01,4449.472,4454.609997,5.44,-5.14,1446.74
RSI_REVERSION,22/12/2025 23:10,22/12/2025 23:45,SELL,0.01,4454.915,4460.256884,1.62,-5.34,1441.4
SMC_CHOCH,23/12/2025 01:00,23/12/2025 14:05,BUY,0.01,4478.277,4461.890615,2,-16.39,1425.01
VWAP_REVERSION,23/12/2025 14:20,23/12/2025 14:30,BUY,0.03,4464.411,4459.109914,3.38,-15.9,1409.11
SMC_FVG,23/12/2025 23:25,23/12/2025 23:40,BUY,0.01,4492.133,4508.352872,2,16.22,1425.33
RSI_REVERSION,23/12/2025 23:40,24/12/2025 00:05,SELL,0.01,4505.555,4512.134322,1.87,-6.58,1418.75
SMC_CHOCH,24/12/2025 00:05,24/12/2025 02:55,BUY,0.01,4512.535,4493.246736,2,-19.29,1399.46
SMC_FVG,24/12/2025 03:50,24/12/2025 05:10,BUY,0.01,4492.742,4485.455191,2,-7.29,1392.18
BB_BREAKOUT,24/12/2025 08:00,24/12/2025 08:25,SELL,0.02,4481.445,4489.085567,2,-15.28,1376.89
VWAP_REVERSION,24/12/2025 11:30,24/12/2025 13:20,BUY,0.02,4485.989,4479.402278,1.78,-13.17,1363.72
SMC_CHOCH,25/12/2025 23:10,26/12/2025 01:00,BUY,0.01,4489.056,4522.678385,2,33.62,1397.34
RSI_REVERSION,26/12/2025 01:00,26/12/2025 01:25,SELL,0.01,4526.343,4507.4085,2.84,18.93,1416.28
SMC_FVG,26/12/2025 01:45,26/12/2025 13:40,BUY,0.01,4502.544,4527.061698,2,24.52,1440.8
VWAP_REVERSION,26/12/2025 13:55,26/12/2025 14:30,SELL,0.02,4525.108,4531.244884,2.28,-12.27,1428.52
SMC_CHOCH,29/12/2025 00:00,29/12/2025 07:00,SELL,0.01,4520.217,4461.048968,2,59.17,1487.69
RSI_REVERSION,29/12/2025 07:00,29/12/2025 11:40,BUY,0.02,4455.824,4446.227943,3.75,-19.19,1468.5
SMC_CHOCH,29/12/2025 14:30,29/12/2025 15:20,SELL,0.01,4381.183,4327.016882,2,54.17,1522.66
SMC_CHOCH,29/12/2025 16:50,29/12/2025 17:35,BUY,0.01,4345.63,4316.35344,2,-29.28,1493.39
SMC_CHOCH,29/12/2025 23:00,30/12/2025 07:50,BUY,0.01,4340.422,4382.481694,2,42.06,1535.45
VWAP_REVERSION,30/12/2025 10:15,30/12/2025 10:30,SELL,0.02,4378.091,4386.157792,2.26,-16.13,1519.31
SMC_CHOCH,30/12/2025 23:00,31/12/2025 01:20,SELL,0.01,4340.943,4356.253919,2,-15.31,1504
RSI_REVERSION,31/12/2025 01:35,31/12/2025 02:55,SELL,0.01,4367.959,4349.556357,2.18,18.4,1522.41
SMC_FVG,31/12/2025 04:55,31/12/2025 05:40,BUY,0.01,4332.989,4324.57314,2,-8.42,1513.99
RSI_REVERSION,31/12/2025 05:45,31/12/2025 05:50,BUY,0.01,4310.723,4301.792704,2.59,-8.93,1505.06
VWAP_REVERSION,31/12/2025 05:50,31/12/2025 05:55,BUY,0.01,4287.26,4277.077378,5.71,-10.18,1494.88
SMC_CHOCH,01/01/2026 23:05,02/01/2026 08:30,BUY,0.01,4333.467,4389.242569,2,55.78,1550.65
SMC_CHOCH,02/01/2026 12:00,02/01/2026 13:10,SELL,0.02,4391.484,4399.991786,2,-17.02,1533.64
SMC_CHOCH,02/01/2026 15:25,04/01/2026 23:10,SELL,0.01,4336.604,4363.956384,2,-27.35,1506.28
RSI_REVERSION,04/01/2026 23:10,05/01/2026 00:10,SELL,0.01,4370.135,4376.767056,5.32,-6.63,1499.65
SMC_FVG,05/01/2026 00:35,05/01/2026 01:00,SELL,0.01,4395.231,4402.816601,2,-7.59,1492.07
SMC_CHOCH,05/01/2026 11:00,05/01/2026 13:20,SELL,0.01,4432.046,4402.802808,2,29.24,1521.31
SMC_OB,05/01/2026 13:20,05/01/2026 14:10,BUY,0.01,4405.894,4428.252307,2,22.36,1543.67
RSI_REVERSION,05/01/2026 14:50,05/01/2026 15:00,SELL,0.02,4439.486,4447.012277,1.97,-15.05,1528.62
VWAP_REVERSION,05/01/2026 15:00,05/01/2026 23:10,SELL,0.02,4451.915,4459.128906,5.38,-14.43,1514.19
SMC_CHOCH,06/01/2026 00:35,06/01/2026 01:55,SELL,0.01,4434.6,4448.976713,2,-14.38,1499.81
SMC_FVG,06/01/2026 01:55,06/01/2026 03:10,SELL,0.01,4450.417,4461.914101,2,-11.5,1488.31
VWAP_REVERSION,06/01/2026 03:15,06/01/2026 05:30,SELL,0.01,4465.275,4471.943199,2.94,-6.67,1481.65
VWAP_REVERSION,06/01/2026 23:00,07/01/2026 01:10,SELL,0.01,4498.498,4471.748699,4.92,26.75,1508.4
RSI_REVERSION,07/01/2026 01:10,07/01/2026 01:35,BUY,0.01,4471.07,4465.167611,2.84,-5.9,1502.49
SMC_CHOCH,07/01/2026 01:40,07/01/2026 13:05,SELL,0.01,4468.686,4437.512237,2,31.17,1533.67
SMC_CHOCH,07/01/2026 16:40,07/01/2026 18:00,BUY,0.01,4467.629,4448.729294,2,-18.9,1514.77
SMC_CHOCH,08/01/2026 00:40,08/01/2026 05:15,SELL,0.01,4451.484,4422.811544,2,28.67,1543.44
SMC_FVG,08/01/2026 06:45,08/01/2026 08:35,BUY,0.01,4433.809,4423.1286,2,-10.68,1532.76
VWAP_REVERSION,08/01/2026 12:00,08/01/2026 12:15,BUY,0.03,4416.906,4410.781838,3.02,-18.37,1514.39
SMC_CHOCH,08/01/2026 23:00,09/01/2026 00:20,BUY,0.01,4477.271,4469.053649,2,-8.22,1506.17
SMC_FVG,09/01/2026 02:00,09/01/2026 03:10,SELL,0.01,4475.541,4462.861845,2,12.68,1518.85
VWAP_REVERSION,09/01/2026 13:30,09/01/2026 14:10,SELL,0.03,4486.89,4492.274605,3.46,-16.15,1502.69
SMC_CHOCH,11/01/2026 23:00,12/01/2026 00:15,BUY,0.01,4521.498,4562.285603,2,40.79,1543.48
RSI_REVERSION,12/01/2026 00:15,12/01/2026 00:30,SELL,0.01,4563.697,4570.479423,3.24,-6.78,1536.7
SMC_CHOCH,12/01/2026 01:40,12/01/2026 08:45,SELL,0.01,4573.618,4592.994732,2,-19.38,1517.32
SMC_CHOCH,12/01/2026 09:50,12/01/2026 13:10,SELL,0.01,4590.104,4604.585667,2,-14.48,1502.84
VWAP_REVERSION,12/01/2026 13:10,12/01/2026 13:40,SELL,0.02,4606.654,4613.009586,4.1,-12.71,1490.13
SMC_FVG,13/01/2026 00:50,13/01/2026 03:10,SELL,0.01,4590.159,4597.605746,2,-7.45,1482.68
SMC_FVG,13/01/2026 05:55,13/01/2026 06:20,BUY,0.01,4592.164,4585.056061,2,-7.11,1475.58
VWAP_REVERSION,13/01/2026 13:30,13/01/2026 13:40,SELL,0.03,4613.344,4619.19691,4.1,-17.56,1458.02
SMC_CHOCH,13/01/2026 23:05,14/01/2026 02:30,BUY,0.01,4593.068,4622.479754,2,29.41,1487.43
SMC_CHOCH,14/01/2026 05:55,16/01/2026 15:25,SELL,0.01,4619.88,4567.809158,2,52.07,1539.5
VWAP_REVERSION,16/01/2026 15:25,16/01/2026 15:30,BUY,0.02,4565.278,4558.346315,5.25,-13.86,1525.64
RSI_REVERSION,18/01/2026 23:05,18/01/2026 23:15,SELL,0.01,4654.833,4663.326444,6.94,-8.49,1517.14
SMC_CHOCH,19/01/2026 00:15,20/01/2026 04:25,SELL,0.01,4663.358,4687.173476,2,-23.82,1493.33
VWAP_REVERSION,20/01/2026 04:25,20/01/2026 04:35,SELL,0.02,4685.873,4690.268862,3.44,-8.79,1484.54
SMC_FVG,20/01/2026 06:30,20/01/2026 07:25,BUY,0.02,4708.973,4721.642696,2,25.34,1509.87
SMC_CHOCH,20/01/2026 09:00,20/01/2026 18:10,BUY,0.01,4728.521,4764.069646,2,35.55,1545.42
SMC_FVG,20/01/2026 23:05,20/01/2026 23:45,BUY,0.01,4759.976,4775.023202,2,15.05,1560.47
SMC_CHOCH,21/01/2026 00:50,21/01/2026 01:10,BUY,0.01,4786.307,4808.09291,2,21.79,1582.26
RSI_REVERSION,21/01/2026 02:00,21/01/2026 03:00,SELL,0.01,4834.438,4842.730988,2.14,-8.29,1573.96
SMC_CHOCH,21/01/2026 04:30,21/01/2026 06:25,BUY,0.01,4854.177,4882.880182,2,28.7,1602.67
SMC_CHOCH,21/01/2026 07:50,21/01/2026 15:15,BUY,0.01,4856.2,4828.751308,2,-27.45,1575.22
VWAP_REVERSION,21/01/2026 15:20,21/01/2026 15:50,BUY,0.01,4817.433,4849.282566,3,31.85,1607.07
SMC_CHOCH,21/01/2026 23:05,22/01/2026 15:25,SELL,0.01,4803.232,4853.836128,2,-50.6,1556.46
VWAP_REVERSION,22/01/2026 15:25,22/01/2026 15:30,SELL,0.02,4854.03,4862.292284,4.81,-16.52,1539.94
RSI_REVERSION,22/01/2026 15:30,22/01/2026 15:50,SELL,0.02,4863.478,4872.584987,2.33,-18.21,1521.72
RSI_REVERSION,22/01/2026 23:00,22/01/2026 23:55,SELL,0.01,4952.398,4960.234132,2.88,-7.84,1513.89
SMC_CHOCH,23/01/2026 00:00,23/01/2026 08:20,BUY,0.01,4961.599,4921.702928,2,-39.9,1473.99
VWAP_REVERSION,23/01/2026 08:20,23/01/2026 08:25,BUY,0.02,4920.899,4912.126915,3.5,-17.54,1456.45
SMC_CHOCH,23/01/2026 11:00,23/01/2026 12:50,SELL,0.01,4919.077,4940.701239,2,-21.62,1434.82
BB_BREAKOUT,23/01/2026 17:55,23/01/2026 18:00,SELL,0.01,4965.998,4976.378695,2,-10.38,1424.44
SMC_CHOCH,25/01/2026 23:45,26/01/2026 01:30,BUY,0.01,5033.942,5084.05133,2,50.11,1474.55
RSI_REVERSION,26/01/2026 01:30,26/01/2026 05:15,SELL,0.01,5083.715,5054.403786,2.86,29.31,1503.86
VWAP_REVERSION,26/01/2026 06:45,26/01/2026 13:00,SELL,0.01,5106.853,5069.199868,3.38,37.65,1541.52
SMC_CHOCH,26/01/2026 23:40,27/01/2026 00:45,BUY,0.01,5056.722,5025.412054,2,-31.31,1510.21
SMC_CHOCH,27/01/2026 02:20,27/01/2026 14:15,BUY,0.01,5068.076,5046.64328,2,-21.43,1488.77
SMC_CHOCH,28/01/2026 00:50,28/01/2026 01:50,BUY,0.01,5177.745,5224.624152,2,46.88,1535.65
RSI_REVERSION,28/01/2026 01:50,28/01/2026 02:50,SELL,0.01,5219.652,5232.138993,2.12,-12.49,1523.17
SMC_CHOCH,28/01/2026 04:55,28/01/2026 08:00,BUY,0.01,5245.639,5292.888426,2,47.25,1570.42
SMC_CHOCH,28/01/2026 09:15,28/01/2026 18:15,SELL,0.01,5277.865,5309.679482,2,-31.81,1538.6
VWAP_REVERSION,28/01/2026 18:15,28/01/2026 18:20,SELL,0.01,5310.453,5325.967433,2.88,-15.51,1523.09
RSI_REVERSION,28/01/2026 23:00,28/01/2026 23:10,SELL,0.01,5440.891,5457.385359,2.81,-16.49,1506.59
SMC_CHOCH,29/01/2026 01:40,29/01/2026 15:05,BUY,0.01,5539.837,5421.16092,2,-118.68,1387.92
VWAP_REVERSION,29/01/2026 15:05,29/01/2026 15:10,BUY,0.01,5415.022,5393.465324,5.1,-21.56,1366.36
RSI_REVERSION,29/01/2026 15:10,29/01/2026 15:15,BUY,0.01,5384.415,5361.90787,5.15,-22.51,1343.85
SMC_FVG,29/01/2026 16:10,29/01/2026 17:15,SELL,0.01,5273.431,5329.213732,3.2,-55.78,1288.07
SMC_CHOCH,29/01/2026 17:25,30/01/2026 02:10,BUY,0.01,5362.846,5257.653967,2,-105.19,1182.88
RSI_REVERSION,30/01/2026 02:10,30/01/2026 02:15,BUY,0.01,5212.284,5177.352686,3.21,-34.93,1147.95
SMC_FVG,30/01/2026 04:10,30/01/2026 09:10,SELL,0.01,5214.675,5025.626324,2,189.05,1337
SMC_CHOCH,30/01/2026 09:55,30/01/2026 10:00,SELL,0.01,5013.698,5040.911017,2.7,-27.21,1309.78
SMC_FVG,30/01/2026 10:35,30/01/2026 16:50,SELL,0.01,5080.607,4943.019994,2,137.59,1447.37
SMC_CHOCH,30/01/2026 17:35,30/01/2026 18:20,SELL,0.01,4889.54,4704.710916,2,184.83,1632.2
SMC_FVG,30/01/2026 18:40,30/01/2026 18:50,SELL,0.01,4780.481,4836.716622,2,-56.24,1575.96
RSI_REVERSION,01/02/2026 23:10,02/02/2026 00:15,BUY,0.01,4741.669,4852.494143,2.38,110.83,1686.79
SMC_CHOCH,02/02/2026 01:05,03/02/2026 07:25,SELL,0.01,4656.271,4896.211007,2,-239.94,1446.85
VWAP_REVERSION,03/02/2026 07:35,03/02/2026 16:15,SELL,0.01,4931.4,4959.594556,4.01,-28.19,1418.65
RSI_REVERSION,04/02/2026 00:15,04/02/2026 00:55,SELL,0.01,4994.629,5016.163523,2.11,-21.53,1397.12
SMC_CHOCH,04/02/2026 00:55,04/02/2026 15:30,BUY,0.01,5015.604,4946.494138,2,-69.11,1328.01
SMC_CHOCH,04/02/2026 16:45,04/02/2026 19:50,SELL,0.01,4871.021,4957.669099,2,-86.65,1241.36
RSI_REVERSION,04/02/2026 23:00,04/02/2026 23:15,SELL,0.01,4994.884,5015.739179,1.75,-20.86,1220.51
RSI_REVERSION,05/02/2026 01:15,05/02/2026 02:10,BUY,0.01,4944.51,4923.396997,2.76,-21.11,1199.39
SMC_CHOCH,05/02/2026 02:45,06/02/2026 17:30,SELL,0.01,4852.201,4966.235107,2,-114.03,1085.36
VWAP_REVERSION,06/02/2026 17:30,08/02/2026 23:00,SELL,0.01,4960.872,4981.739352,5.26,-20.87,1064.49
RSI_REVERSION,08/02/2026 23:15,08/02/2026 23:25,SELL,0.01,4987.914,5003.244012,1.51,-15.33,1049.16
SMC_CHOCH,09/02/2026 01:30,09/02/2026 15:30,SELL,0.01,5002.742,5047.808807,2,-45.07,1004.09
VWAP_REVERSION,09/02/2026 16:00,09/02/2026 20:20,SELL,0.01,5067.13,5081.094209,3.57,-13.96,990.13
SMC_CHOCH,10/02/2026 00:05,10/02/2026 00:35,BUY,0.01,5042.573,5016.9235,2,-25.65,964.48
SMC_CHOCH,10/02/2026 02:20,10/02/2026 03:10,BUY,0.01,5054.345,5026.383917,2,-27.96,936.52
SMC_FVG,10/02/2026 03:20,10/02/2026 05:50,SELL,0.01,5025.296,5039.687026,2,-14.39,922.13
VWAP_REVERSION,10/02/2026 09:05,10/02/2026 12:40,SELL,0.01,5057.785,5031.675167,2.32,26.11,948.24
RSI_REVERSION,10/02/2026 12:45,10/02/2026 13:15,BUY,0.01,5026.225,5045.616929,1.89,19.39,967.63
SMC_CHOCH,10/02/2026 23:05,11/02/2026 10:40,BUY,0.01,5033.914,5080.721151,2,46.81,1014.44
SMC_FVG,11/02/2026 15:30,11/02/2026 16:30,SELL,0.01,5053.556,5069.00918,2,-15.45,998.98
SMC_CHOCH,11/02/2026 16:30,12/02/2026 16:10,BUY,0.01,5074.722,5029.49952,2,-45.22,953.76
VWAP_REVERSION,12/02/2026 16:10,12/02/2026 16:15,BUY,0.01,4950.681,4938.957334,9.02,-11.72,942.04
RSI_REVERSION,12/02/2026 16:15,12/02/2026 16:20,BUY,0.01,4934.391,4923.091441,10.06,-11.3,930.74
SMC_CHOCH,12/02/2026 18:05,13/02/2026 02:55,SELL,0.01,4924.803,4990.779449,2,-65.98,864.76
SMC_CHOCH,13/02/2026 04:10,13/02/2026 05:40,BUY,0.01,4985.768,4962.277593,2,-23.49,841.27
RSI_REVERSION,13/02/2026 05:55,13/02/2026 07:15,BUY,0.01,4946.451,4970.910714,1.78,24.46,865.73
VWAP_REVERSION,13/02/2026 16:25,13/02/2026 19:05,SELL,0.01,5027.88,5042.626855,3.46,-14.75,850.98
SMC_CHOCH,15/02/2026 23:10,16/02/2026 03:45,SELL,0.01,5022.541,4982.452869,2,40.09,891.07
SMC_CHOCH,16/02/2026 05:10,17/02/2026 00:50,BUY,0.01,4983.561,4953.347476,2,-30.21,860.86
RSI_REVERSION,17/02/2026 00:50,17/02/2026 00:55,BUY,0.01,4952.149,4945.333527,3.81,-6.82,854.04
VWAP_REVERSION,17/02/2026 00:55,17/02/2026 01:00,BUY,0.01,4935.712,4928.860876,4.47,-6.85,847.19
SMC_CHOCH,17/02/2026 05:30,17/02/2026 06:40,SELL,0.01,4884.638,4912.883262,2,-28.25,818.95
SMC_CHOCH,17/02/2026 07:50,17/02/2026 13:55,BUY,0.01,4920.977,4905.488043,2,-15.49,803.46
RSI_REVERSION,17/02/2026 13:55,17/02/2026 14:00,BUY,0.01,4870.572,4860.649722,4.74,-9.92,793.54
VWAP_REVERSION,17/02/2026 14:00,17/02/2026 14:45,BUY,0.01,4871.559,4861.074994,4.94,-10.48,783.05
SMC_CHOCH,17/02/2026 15:55,18/02/2026 04:50,BUY,0.01,4878.263,4939.031529,2,60.77,843.82
VWAP_REVERSION,18/02/2026 13:05,18/02/2026 13:35,SELL,0.01,4955.066,4963.701067,4.75,-8.64,835.19
SMC_CHOCH,18/02/2026 14:45,20/02/2026 08:55,BUY,0.01,4983.943,5030.902508,2,46.96,882.15
RSI_REVERSION,22/02/2026 23:00,22/02/2026 23:05,SELL,0.01,5118.147,5127.562496,1.97,-9.42,872.73
SMC_FVG,23/02/2026 04:00,23/02/2026 06:40,BUY,0.01,5163.121,5151.574796,2,-11.55,861.18
BB_BREAKOUT,23/02/2026 07:00,23/02/2026 07:05,SELL,0.01,5140.135,5149.554365,2,-9.42,851.76
VWAP_REVERSION,23/02/2026 14:35,23/02/2026 14:45,SELL,0.01,5183.865,5193.486153,3.32,-9.62,842.14
SMC_CHOCH,23/02/2026 23:10,24/02/2026 00:00,BUY,0.01,5244.201,5217.83562,2,-26.37,815.78
SMC_FVG,24/02/2026 00:15,24/02/2026 01:00,SELL,0.01,5231.992,5207.390906,2,24.6,840.38
RSI_REVERSION,24/02/2026 01:05,24/02/2026 01:10,BUY,0.01,5207.489,5195.891719,1.63,-11.6,828.78
SMC_CHOCH,24/02/2026 02:30,24/02/2026 12:15,BUY,0.01,5183.742,5154.157256,2,-29.58,799.2
RSI_REVERSION,24/02/2026 12:15,24/02/2026 13:35,BUY,0.01,5151.461,5142.175922,2.19,-9.29,789.91
SMC_FVG,24/02/2026 14:35,24/02/2026 15:40,SELL,0.01,5134.737,5148.268429,3.05,-13.53,776.38
RSI_REVERSION,24/02/2026 23:00,25/02/2026 00:35,BUY,0.01,5136.237,5152.250857,1.79,16.01,792.39
SMC_CHOCH,25/02/2026 01:00,25/02/2026 17:05,BUY,0.01,5158.861,5214.398186,2,55.54,847.93
SMC_CHOCH,25/02/2026 23:55,26/02/2026 00:30,SELL,0.01,5163.219,5187.969863,2,-24.75,823.18
SMC_CHOCH,26/02/2026 15:45,01/03/2026 23:00,BUY,0.01,5182.238,5306.645565,2,124.41,947.59
RSI_REVERSION,01/03/2026 23:00,01/03/2026 23:05,SELL,0.01,5319.662,5328.622008,5.46,-8.96,938.63
SMC_CHOCH,02/03/2026 00:50,02/03/2026 06:45,SELL,0.01,5345.338,5385.719744,2,-40.38,898.25
VWAP_REVERSION,02/03/2026 07:10,02/03/2026 14:20,SELL,0.01,5405.917,5350.130176,3.91,55.79,954.03
SMC_CHOCH,02/03/2026 17:30,03/03/2026 09:25,BUY,0.01,5319.293,5271.218166,2,-48.07,905.96
SMC_CHOCH,03/03/2026 11:05,18/03/2026 11:05,SELL,0.01,5171.07,4950.496125,2,220.57,1126.53
SMC_CHOCH,18/03/2026 12:00,18/03/2026 13:15,SELL,0.01,4929.767,4841.555269,2,88.21,1214.74
SMC_CHOCH,18/03/2026 14:35,18/03/2026 15:05,SELL,0.01,4859.764,4877.786534,2,-18.02,1196.72
SMC_CHOCH,18/03/2026 16:20,18/03/2026 18:55,BUY,0.01,4877.753,4858.246219,2,-19.51,1177.21
RSI_REVERSION,18/03/2026 18:55,18/03/2026 19:50,BUY,0.01,4853.077,4841.484511,2.26,-11.59,1165.62
SMC_CHOCH,19/03/2026 00:10,19/03/2026 06:15,BUY,0.01,4843.16,4823.121212,2,-20.04,1145.58
VWAP_REVERSION,19/03/2026 06:40,19/03/2026 06:45,BUY,0.01,4786.313,4771.033285,3.55,-15.28,1130.3
SMC_CHOCH,19/03/2026 08:40,19/03/2026 12:40,SELL,0.01,4688.602,4592.344239,2,96.26,1226.56
SMC_CHOCH,19/03/2026 14:10,19/03/2026 14:25,BUY,0.01,4630.775,4596.166328,2,-34.61,1191.95
SMC_CHOCH,19/03/2026 15:40,19/03/2026 19:10,SELL,0.01,4571.835,4662.157706,2,-90.32,1101.63
SMC_CHOCH,20/03/2026 00:05,20/03/2026 03:15,BUY,0.01,4656.968,4726.606476,2,69.64,1171.27
VWAP_REVERSION,20/03/2026 03:15,20/03/2026 06:35,SELL,0.01,4732.663,4675.171382,3.14,57.49,1228.76
RSI_REVERSION,20/03/2026 08:15,20/03/2026 08:45,SELL,0.01,4724.782,4697.206286,1.81,27.58,1256.34
VWAP_REVERSION,20/03/2026 14:35,20/03/2026 14:50,BUY,0.01,4574.396,4558.857535,5.06,-15.54,1240.8
SMC_CHOCH,20/03/2026 16:10,20/03/2026 18:40,BUY,0.01,4587.96,4533.464302,2,-54.5,1186.3
SMC_CHOCH,23/03/2026 00:00,23/03/2026 00:35,SELL,0.01,4440.387,4339.477473,2,100.91,1287.21
SMC_CHOCH,23/03/2026 02:35,23/03/2026 06:30,SELL,0.01,4374.192,4236.601436,2,137.59,1424.8
SMC_CHOCH,23/03/2026 08:40,23/03/2026 11:05,BUY,0.01,4257.319,4391.781515,2,134.46,1559.26
SMC_FVG,23/03/2026 14:05,23/03/2026 15:35,BUY,0.01,4461.388,4419.525651,2,-41.86,1517.4
RSI_REVERSION,23/03/2026 16:00,23/03/2026 17:30,BUY,0.01,4362.76,4429.619214,1.88,66.86,1584.26
VWAP_REVERSION,23/03/2026 23:55,24/03/2026 00:35,SELL,0.01,4441.196,4351.828251,2.89,89.37,1673.63
SMC_CHOCH,24/03/2026 00:35,24/03/2026 20:25,SELL,0.01,4349.196,4475.678235,2,-126.48,1547.15
RSI_REVERSION,24/03/2026 23:25,24/03/2026 23:35,SELL,0.01,4509.917,4528.988168,1.54,-19.07,1528.08
SMC_OB,24/03/2026 23:35,25/03/2026 01:35,SELL,0.01,4545.9,4586.982572,2.18,-41.08,1486.99
SMC_CHOCH,25/03/2026 03:15,25/03/2026 09:45,SELL,0.01,4576.172,4531.044744,2,45.13,1532.12
