CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Class,Customer_Segment
13867.0,31,3,1015.29,4,3,4,434,Loyal Customers
13868.0,7,2,3192.54,5,2,5,525,New/Promising
13869.0,123,4,3104.95,2,4,5,245,At Risk / Churning
13870.0,2,8,2770.94,5,5,5,555,Champions
13871.0,23,13,6403.25,4,5,5,455,Champions
13873.0,120,3,389.6,2,3,2,232,At Risk / Churning
13874.0,358,1,540.45,1,1,3,113,Lost
13875.0,54,5,1786.79,3,4,4,344,Loyal Customers
13876.0,64,1,122.7,3,1,1,311,Needs Attention
13877.0,86,1,117.24,2,1,1,211,Lost
13878.0,55,1,1281.53,3,1,4,314,Needs Attention
13880.0,21,13,3219.77,4,5,5,455,Champions
13881.0,4,20,17159.52,5,5,5,555,Champions
13882.0,3,5,1191.13,5,4,4,544,Champions
13883.0,11,5,2674.48,5,4,5,545,Champions
13884.0,7,5,787.6,5,4,3,543,Champions
13885.0,189,2,506.8,1,2,3,123,Lost
13886.0,71,1,243.56,3,1,1,311,Needs Attention
13887.0,204,1,349.55,1,1,2,112,Lost
13888.0,120,2,605.63,2,2,3,223,Lost
13889.0,93,1,416.90000000000003,2,1,2,212,Lost
13890.0,1,10,1883.8100000000002,5,5,4,554,Champions
13892.0,27,4,632.97,4,4,3,443,Champions
13893.0,298,1,821.1,1,1,3,113,Lost
13894.0,24,3,564.62,4,3,3,433,Loyal Customers
13895.0,28,4,2593.07,4,4,5,445,Champions
13897.0,50,1,311.16,3,1,2,312,Needs Attention
13898.0,326,1,155.93,1,1,1,111,Lost
13899.0,16,2,388.52,4,2,2,422,New/Promising
13900.0,183,3,740.95,1,3,3,133,At Risk / Churning
13901.0,72,5,2867.2,3,4,5,345,Loyal Customers
13904.0,37,2,332.64,3,2,2,322,Needs Attention
13908.0,80,4,2369.55,2,4,5,245,At Risk / Churning
13911.0,57,9,2580.91,3,5,5,355,Loyal Customers
13914.0,12,2,626.45,5,2,3,523,New/Promising
13917.0,50,2,272.04,3,2,2,322,Needs Attention
13918.0,50,2,1212.8400000000001,3,2,4,324,Needs Attention
13919.0,59,2,384.81,3,2,2,322,Needs Attention
13922.0,352,1,172.25,1,1,1,111,Lost
13923.0,54,1,351.13,3,1,2,312,Needs Attention
13924.0,2,6,1838.8500000000001,5,5,4,554,Champions
13925.0,93,4,678.25,2,4,3,243,At Risk / Churning
13926.0,23,1,223.85000000000002,4,1,1,411,New/Promising
13927.0,75,1,348.99,2,1,2,212,Lost
13928.0,11,4,464.57,5,4,2,542,Champions
13929.0,169,2,842.65,2,2,3,223,Lost
13930.0,58,2,337.34,3,2,2,322,Needs Attention
13931.0,96,2,1237.53,2,2,4,224,Lost
13932.0,295,1,307.4,1,1,2,112,Lost
13933.0,109,2,608.7900000000001,2,2,3,223,Lost
13934.0,264,1,922.1,1,1,3,113,Lost
13936.0,180,1,376.58,1,1,2,112,Lost
13937.0,169,1,158.85,2,1,1,211,Lost
13938.0,35,1,71.66,3,1,1,311,Needs Attention
13939.0,23,3,568.55,4,3,3,433,Loyal Customers
13940.0,17,4,839.14,4,4,3,443,Champions
13941.0,22,5,5112.96,4,4,5,445,Champions
13946.0,79,3,561.5699999999999,2,3,3,233,At Risk / Churning
13947.0,65,1,90.6,3,1,1,311,Needs Attention
13948.0,361,1,102.0,1,1,1,111,Lost
13949.0,3,6,2427.32,5,5,5,555,Champions
13950.0,11,4,745.06,5,4,3,543,Champions
13951.0,176,3,674.45,2,3,3,233,At Risk / Churning
13952.0,218,2,3251.071,1,2,5,125,Lost
13953.0,7,7,3515.68,5,5,5,555,Champions
13954.0,2,2,439.92,5,3,2,532,Loyal Customers
13955.0,154,2,322.96,2,3,2,232,At Risk / Churning
13956.0,5,5,1026.42,5,4,4,544,Champions
13959.0,79,3,598.2,2,3,3,233,At Risk / Churning
13960.0,21,2,230.22,4,3,1,431,Loyal Customers
13962.0,22,2,169.55,4,3,1,431,Loyal Customers
13963.0,308,4,664.54,1,4,3,143,At Risk / Churning
13967.0,146,1,80.7,2,1,1,211,Lost
13969.0,7,18,9053.94,5,5,5,555,Champions
13971.0,19,8,2758.26,4,5,5,455,Champions
13972.0,71,2,190.25,3,3,1,331,Loyal Customers
13973.0,287,1,264.7,1,1,2,112,Lost
13974.0,49,1,413.59000000000003,3,1,2,312,Needs Attention
13975.0,31,6,2526.28,4,5,5,455,Champions
13976.0,207,1,357.98,1,1,2,112,Lost
13978.0,15,2,196.79000000000002,4,3,1,431,Loyal Customers
13979.0,73,1,869.87,2,1,3,213,Lost
13980.0,60,1,200.14,3,1,1,311,Needs Attention
13982.0,39,4,1871.81,3,4,4,344,Loyal Customers
13983.0,30,12,2603.43,4,5,5,455,Champions
13984.0,27,5,920.51,4,4,3,443,Champions
13985.0,4,15,7060.13,5,5,5,555,Champions
13986.0,17,1,320.46,4,1,2,412,New/Promising
13988.0,20,6,4147.96,4,5,5,455,Champions
13989.0,66,2,1266.08,3,3,4,334,Loyal Customers
13990.0,213,1,311.3,1,1,2,112,Lost
13991.0,12,6,855.97,5,5,3,553,Champions
13992.0,30,1,76.8,4,1,1,411,New/Promising
13993.0,43,9,3466.36,3,5,5,355,Loyal Customers
13994.0,4,6,2313.14,5,5,5,555,Champions
13995.0,15,5,1393.69,4,4,4,444,Champions
13999.0,10,12,3901.81,5,5,5,555,Champions
14000.0,211,1,635.66,1,1,3,113,Lost
14001.0,46,3,2043.0800000000002,3,3,4,334,Loyal Customers
14002.0,134,2,529.73,2,3,3,233,At Risk / Churning
14004.0,43,7,4582.64,3,5,5,355,Loyal Customers
14005.0,10,5,2874.72,5,4,5,545,Champions
14006.0,116,3,962.19,2,3,4,234,At Risk / Churning
14009.0,198,2,695.61,1,3,3,133,At Risk / Churning
14012.0,278,1,328.8,1,1,2,112,Lost
14013.0,110,3,473.02,2,3,2,232,At Risk / Churning
14014.0,77,1,505.18,2,1,3,213,Lost
14015.0,53,1,917.34,3,1,3,313,Needs Attention
14016.0,162,4,4341.21,2,4,5,245,At Risk / Churning
14019.0,47,3,1421.61,3,3,4,334,Loyal Customers
14020.0,17,2,642.8,4,3,3,433,Loyal Customers
14021.0,155,3,631.9,2,3,3,233,At Risk / Churning
14022.0,225,1,440.0,1,1,2,112,Lost
14023.0,7,2,584.07,5,3,3,533,Loyal Customers
14024.0,122,2,327.7,2,3,2,232,At Risk / Churning
14027.0,61,1,104.82,3,1,1,311,Needs Attention
14029.0,63,2,467.66,3,3,2,332,Loyal Customers
14030.0,18,8,2360.09,4,5,5,455,Champions
14031.0,7,19,17286.86,5,5,5,555,Champions
14032.0,2,11,2975.59,5,5,5,555,Champions
14034.0,22,3,651.8199999999999,4,3,3,433,Loyal Customers
14035.0,29,5,1428.02,4,4,4,444,Champions
14036.0,285,1,626.65,1,1,3,113,Lost
14037.0,176,2,147.20000000000002,2,3,1,231,At Risk / Churning
14038.0,78,3,1560.38,2,3,4,234,At Risk / Churning
14039.0,33,1,152.2,4,1,1,411,New/Promising
14040.0,41,12,3614.92,3,5,5,355,Loyal Customers
14041.0,266,1,141.41,1,1,1,111,Lost
14044.0,27,4,652.82,4,4,3,443,Champions
14045.0,109,4,1659.75,2,4,4,244,At Risk / Churning
14046.0,284,1,154.99,1,1,1,111,Lost
14047.0,9,5,1308.6100000000001,5,4,4,544,Champions
14048.0,305,1,409.93,1,1,2,112,Lost
14049.0,17,4,5681.72,4,4,5,445,Champions
14050.0,32,2,746.36,4,3,3,433,Loyal Customers
14051.0,1,23,15610.390000000001,5,5,5,555,Champions
14052.0,20,1,225.36,4,1,1,411,New/Promising
14053.0,124,2,260.25,2,3,2,232,At Risk / Churning
14054.0,65,1,92.46,3,1,1,311,Needs Attention
14055.0,106,1,725.6400000000001,2,1,3,213,Lost
14056.0,1,23,8214.65,5,5,5,555,Champions
14057.0,24,17,6217.96,4,5,5,455,Champions
14059.0,267,1,183.6,1,1,1,111,Lost
14060.0,5,19,6140.42,5,5,5,555,Champions
14062.0,10,12,10464.85,5,5,5,555,Champions
14064.0,29,5,1353.74,4,4,4,444,Champions
14066.0,267,1,152.55,1,1,1,111,Lost
14067.0,64,2,374.7,3,3,2,332,Loyal Customers
14068.0,320,1,265.85,1,1,2,112,Lost
14071.0,4,8,1438.82,5,5,4,554,Champions
14073.0,32,1,151.04,4,1,1,411,New/Promising
14075.0,5,3,942.26,5,3,4,534,Loyal Customers
14076.0,129,1,122.47,2,1,1,211,Lost
14077.0,41,5,499.41999999999996,3,4,3,343,Loyal Customers
14078.0,102,6,1049.37,2,5,4,254,At Risk / Churning
14079.0,125,1,375.1,2,1,2,212,Lost
14080.0,33,1,45.599999999999994,4,1,1,411,New/Promising
14081.0,302,2,934.52,1,3,3,133,At Risk / Churning
14082.0,365,1,182.25,1,1,1,111,Lost
14083.0,4,9,1018.43,5,5,4,554,Champions
14085.0,2,18,4448.54,5,5,5,555,Champions
14087.0,3,1,194.42,5,1,1,511,New/Promising
14088.0,10,13,50491.81,5,5,5,555,Champions
14089.0,57,1,161.0,3,1,1,311,Needs Attention
14090.0,325,1,76.32000000000001,1,1,1,111,Lost
14092.0,8,14,4076.91,5,5,5,555,Champions
14093.0,12,1,442.85,5,1,2,512,New/Promising
14096.0,4,17,65164.79,5,5,5,555,Champions
14098.0,37,1,147.35,3,1,1,311,Needs Attention
14099.0,16,11,3104.17,4,5,5,455,Champions
14100.0,138,1,194.9,2,1,1,211,Lost
14101.0,74,6,5976.79,2,5,5,255,At Risk / Churning
14102.0,5,5,1360.28,5,4,4,544,Champions
14104.0,155,2,216.20999999999998,2,3,1,231,At Risk / Churning
14105.0,239,1,1266.23,1,1,4,114,Lost
14107.0,52,7,2703.23,3,5,5,355,Loyal Customers
14108.0,31,2,597.91,4,3,3,433,Loyal Customers
14109.0,73,1,144.2,2,1,1,211,Lost
14110.0,4,12,5683.15,5,5,5,555,Champions
14111.0,14,4,692.85,4,4,3,443,Champions
14112.0,23,7,2915.15,4,5,5,455,Champions
14113.0,4,4,1840.42,5,4,4,544,Champions
14114.0,274,2,386.53,1,3,2,132,At Risk / Churning
14116.0,20,5,1382.74,4,4,4,444,Champions
14117.0,144,1,90.0,2,1,1,211,Lost
14121.0,4,4,2780.15,5,4,5,545,Champions
14124.0,84,1,419.58000000000004,2,1,2,212,Lost
14125.0,11,3,2740.43,5,3,5,535,Loyal Customers
14126.0,8,3,706.1300000000001,5,3,3,533,Loyal Customers
14127.0,123,3,709.71,2,3,3,233,At Risk / Churning
14128.0,61,2,637.5,3,3,3,333,Loyal Customers
14129.0,2,5,1123.8600000000001,5,4,4,544,Champions
14130.0,319,1,483.86,1,1,2,112,Lost
14132.0,2,11,3586.0299999999997,5,5,5,555,Champions
14133.0,130,3,605.64,2,3,3,233,At Risk / Churning
14135.0,2,15,4690.31,5,5,5,555,Champions
14138.0,2,2,982.3800000000001,5,3,4,534,Loyal Customers
14139.0,46,1,415.82,3,1,2,312,Needs Attention
14140.0,4,2,935.05,5,3,3,533,Loyal Customers
14141.0,3,4,915.13,5,4,3,543,Champions
14142.0,373,1,311.81,1,1,2,112,Lost
14143.0,134,1,115.8,2,1,1,211,Lost
14145.0,47,4,3742.2,3,4,5,345,Loyal Customers
14146.0,9,5,4191.0,5,4,5,545,Champions
14147.0,78,2,483.4,2,3,2,232,At Risk / Churning
14148.0,234,1,157.2,1,1,1,111,Lost
14149.0,221,1,446.62,1,1,2,112,Lost
14150.0,36,2,658.64,3,3,3,333,Loyal Customers
14152.0,75,2,621.29,2,3,3,233,At Risk / Churning
14154.0,239,2,1345.62,1,3,4,134,At Risk / Churning
14155.0,266,1,118.75,1,1,1,111,Lost
14156.0,10,55,117379.63,5,5,5,555,Champions
14157.0,20,2,432.88,4,3,2,432,Loyal Customers
14158.0,40,1,507.66,3,1,3,313,Needs Attention
14159.0,20,11,4693.01,4,5,5,455,Champions
14161.0,216,3,1110.52,1,3,4,134,At Risk / Churning
14162.0,174,2,289.36,2,3,2,232,At Risk / Churning
14163.0,87,4,2445.91,2,4,5,245,At Risk / Churning
14164.0,71,2,1631.77,3,3,4,334,Loyal Customers
14165.0,276,1,122.53999999999999,1,1,1,111,Lost
14167.0,39,4,574.84,3,4,3,343,Loyal Customers
14171.0,98,1,363.79,2,1,2,212,Lost
14173.0,11,4,450.84,5,4,2,542,Champions
14174.0,33,1,134.46,4,1,1,411,New/Promising
14175.0,60,3,3222.3,3,3,5,335,Loyal Customers
14176.0,297,4,576.9000000000001,1,4,3,143,At Risk / Churning
14177.0,86,4,559.41,2,4,3,243,At Risk / Churning
14178.0,9,7,1620.93,5,5,4,554,Champions
14179.0,41,2,719.78,3,3,3,333,Loyal Customers
14180.0,11,25,4748.52,5,5,5,555,Champions
14184.0,67,1,452.89,3,1,2,312,Needs Attention
14185.0,331,1,197.65,1,1,1,111,Lost
14188.0,31,6,2054.36,4,5,4,454,Champions
14189.0,2,15,4654.08,5,5,5,555,Champions
14191.0,2,13,4684.76,5,5,5,555,Champions
14193.0,68,2,853.39,3,3,3,333,Loyal Customers
14194.0,5,21,11349.52,5,5,5,555,Champions
14195.0,202,2,1012.0,1,3,4,134,At Risk / Churning
14196.0,107,1,335.52,2,1,2,212,Lost
14198.0,18,4,701.4,4,4,3,443,Champions
14199.0,218,1,185.39999999999998,1,1,1,111,Lost
14201.0,60,7,747.44,3,5,3,353,Loyal Customers
14204.0,2,1,161.03,5,1,1,511,New/Promising
14205.0,17,2,466.7,4,3,2,432,Loyal Customers
14206.0,239,1,328.15999999999997,1,1,2,112,Lost
14208.0,95,1,151.74,2,1,1,211,Lost
14209.0,11,6,2073.43,5,5,5,555,Champions
14210.0,106,6,1905.8400000000001,2,5,4,254,At Risk / Churning
14211.0,53,9,2241.1,3,5,5,355,Loyal Customers
14212.0,90,1,1070.48,2,1,4,214,Lost
14214.0,31,5,1004.38,4,4,4,444,Champions
14215.0,12,6,1789.72,5,5,4,554,Champions
14216.0,3,4,1839.3,5,4,4,544,Champions
14217.0,2,17,2004.98,5,5,4,554,Champions
14218.0,43,1,169.48000000000002,3,1,1,311,Needs Attention
14219.0,4,1,89.94,5,1,1,511,New/Promising
14220.0,247,2,632.4,1,3,3,133,At Risk / Churning
14221.0,42,9,3432.8,3,5,5,355,Loyal Customers
14222.0,177,1,683.17,2,1,3,213,Lost
14223.0,92,3,991.13,2,3,4,234,At Risk / Churning
14224.0,110,4,1050.12,2,4,4,244,At Risk / Churning
14226.0,29,5,2232.19,4,4,5,445,Champions
14227.0,26,10,3350.96,4,5,5,455,Champions
14229.0,52,3,1547.2,3,3,4,334,Loyal Customers
14231.0,184,3,925.71,1,3,3,133,At Risk / Churning
14232.0,43,5,2048.07,3,4,4,344,Loyal Customers
14233.0,49,4,1462.72,3,4,4,344,Loyal Customers
14234.0,22,4,775.46,4,4,3,443,Champions
14235.0,75,5,3144.86,2,4,5,245,At Risk / Churning
14236.0,81,2,490.86,2,3,3,233,At Risk / Churning
14237.0,373,1,161.0,1,1,1,111,Lost
14238.0,326,1,146.85,1,1,1,111,Lost
14239.0,43,11,2380.85,3,5,5,355,Loyal Customers
14240.0,30,2,890.34,4,3,3,433,Loyal Customers
14241.0,184,1,213.70000000000002,1,1,1,111,Lost
14242.0,235,2,280.55,1,3,2,132,At Risk / Churning
14243.0,9,10,2588.77,5,5,5,555,Champions
14245.0,220,2,1693.45,1,3,4,134,At Risk / Churning
14246.0,111,3,1474.06,2,3,4,234,At Risk / Churning
14247.0,278,1,136.76999999999998,1,1,1,111,Lost
14248.0,318,1,302.58,1,1,2,112,Lost
14250.0,7,3,1904.05,5,3,4,534,Loyal Customers
14251.0,2,5,2879.7000000000003,5,4,5,545,Champions
14256.0,260,2,969.0600000000001,1,3,4,134,At Risk / Churning
14257.0,64,5,3099.7200000000003,3,4,5,345,Loyal Customers
14258.0,9,9,12669.98,5,5,5,555,Champions
14259.0,142,1,120.0,2,1,1,211,Lost
14261.0,51,2,1163.45,3,3,4,334,Loyal Customers
14262.0,8,8,2618.23,5,5,5,555,Champions
14264.0,155,2,333.97,2,3,2,232,At Risk / Churning
14265.0,109,2,530.18,2,3,3,233,At Risk / Churning
14267.0,163,3,1516.24,2,3,4,234,At Risk / Churning
14270.0,332,1,492.65000000000003,1,1,3,113,Lost
14271.0,226,1,112.32,1,1,1,111,Lost
14272.0,74,2,437.96,2,3,2,232,At Risk / Churning
14273.0,51,4,559.97,3,4,3,343,Loyal Customers
14276.0,99,3,1119.74,2,3,4,234,At Risk / Churning
14277.0,15,3,4216.2,4,3,5,435,Loyal Customers
14280.0,197,1,134.04,1,1,1,111,Lost
14282.0,3,15,3729.34,5,5,5,555,Champions
14284.0,31,2,595.25,4,3,3,433,Loyal Customers
14285.0,21,4,1910.01,4,4,4,444,Champions
14286.0,24,3,4628.75,4,3,5,435,Loyal Customers
14287.0,8,3,176.63,5,3,1,531,Loyal Customers
14288.0,213,1,426.6,1,1,2,112,Lost
14289.0,9,6,911.26,5,5,3,553,Champions
14290.0,11,5,2314.65,5,4,5,545,Champions
14291.0,2,11,3883.25,5,5,5,555,Champions
14292.0,8,9,4871.93,5,5,5,555,Champions
14293.0,3,4,1046.56,5,4,4,544,Champions
14295.0,40,1,166.20000000000002,3,1,1,311,Needs Attention
14297.0,18,4,1305.33,4,4,4,444,Champions
14298.0,8,44,51527.3,5,5,5,555,Champions
14299.0,8,9,3965.62,5,5,5,555,Champions
14300.0,19,1,43.2,4,1,1,411,New/Promising
14301.0,117,1,640.14,2,1,3,213,Lost
14304.0,223,1,383.45,1,1,2,112,Lost
14305.0,71,3,1858.96,3,3,4,334,Loyal Customers
14306.0,51,2,2093.32,3,3,5,335,Loyal Customers
14307.0,89,6,2995.72,2,5,5,255,At Risk / Churning
14309.0,8,9,2352.53,5,5,5,555,Champions
14311.0,243,1,310.26,1,1,2,112,Lost
14312.0,47,6,1611.59,3,5,4,354,Loyal Customers
14314.0,107,1,120.0,2,1,1,211,Lost
14315.0,45,6,2481.13,3,5,5,355,Loyal Customers
14317.0,65,1,508.58000000000004,3,1,3,313,Needs Attention
14320.0,207,2,477.79,1,3,2,132,At Risk / Churning
14321.0,11,5,1530.75,5,4,4,544,Champions
14323.0,115,2,605.0600000000001,2,3,3,233,At Risk / Churning
14326.0,242,1,183.85,1,1,1,111,Lost
14327.0,163,1,311.65,2,1,2,212,Lost
14329.0,17,7,5014.84,4,5,5,455,Champions
14331.0,124,2,462.65999999999997,2,3,2,232,At Risk / Churning
14332.0,23,3,866.31,4,3,3,433,Loyal Customers
14333.0,68,1,415.2,3,1,2,312,Needs Attention
14334.0,17,8,2552.21,4,5,5,455,Champions
14335.0,16,2,468.26,4,3,2,432,Loyal Customers
14336.0,17,4,1614.91,4,4,4,444,Champions
14338.0,161,2,588.22,2,3,3,233,At Risk / Churning
14339.0,243,1,309.52,1,1,2,112,Lost
14340.0,219,1,134.7,1,1,1,111,Lost
14341.0,45,8,2182.28,3,5,5,355,Loyal Customers
14342.0,21,4,668.5600000000001,4,4,3,443,Champions
14344.0,127,8,889.9300000000001,2,5,3,253,At Risk / Churning
14345.0,39,1,108.97999999999999,3,1,1,311,Needs Attention
14346.0,121,2,1021.58,2,3,4,234,At Risk / Churning
14348.0,260,1,409.57,1,1,2,112,Lost
14349.0,10,1,133.5,5,1,1,511,New/Promising
14350.0,274,1,282.93,1,1,2,112,Lost
14351.0,165,1,51.0,2,1,1,211,Lost
14352.0,157,4,1078.96,2,4,4,244,At Risk / Churning
14353.0,215,1,90.6,1,1,1,111,Lost
14354.0,6,2,163.62,5,3,1,531,Loyal Customers
14355.0,366,1,174.4,1,1,1,111,Lost
14356.0,80,2,701.23,2,3,3,233,At Risk / Churning
14357.0,43,1,225.77,3,1,1,311,Needs Attention
14359.0,19,3,912.18,4,3,3,433,Loyal Customers
14360.0,32,4,2128.23,4,4,5,445,Champions
14362.0,22,1,161.2,4,1,1,411,New/Promising
14364.0,109,8,3717.35,2,5,5,255,At Risk / Churning
14367.0,8,16,9261.52,5,5,5,555,Champions
14368.0,320,1,155.0,1,1,1,111,Lost
14371.0,295,1,100.5,1,1,1,111,Lost
14373.0,358,1,76.55,1,1,1,111,Lost
14375.0,185,1,257.68,1,1,2,112,Lost
14377.0,191,2,617.05,1,3,3,133,At Risk / Churning
14379.0,44,2,348.1,3,3,2,332,Loyal Customers
14381.0,52,1,202.68,3,1,1,311,Needs Attention
14382.0,26,1,626.0699999999999,4,1,3,413,New/Promising
14383.0,38,3,1247.69,3,3,4,334,Loyal Customers
14385.0,9,3,202.11,5,3,1,531,Loyal Customers
14386.0,297,1,142.4,1,1,1,111,Lost
14387.0,33,3,1770.56,4,3,4,434,Loyal Customers
14388.0,10,8,3212.84,5,5,5,555,Champions
14389.0,65,2,1043.46,3,3,4,334,Loyal Customers
14390.0,10,9,4652.82,5,5,5,555,Champions
14393.0,218,1,67.95,1,1,1,111,Lost
14395.0,2,9,3507.71,5,5,5,555,Champions
14396.0,65,2,487.99,3,3,2,332,Loyal Customers
14397.0,3,19,2612.96,5,5,5,555,Champions
14400.0,149,1,574.7,2,1,3,213,Lost
14401.0,4,13,4051.48,5,5,5,555,Champions
14403.0,130,4,1475.81,2,4,4,244,At Risk / Churning
14404.0,34,6,1474.32,3,5,4,354,Loyal Customers
14406.0,119,1,156.75,2,1,1,211,Lost
14407.0,107,6,2157.73,2,5,5,255,At Risk / Churning
14408.0,11,7,2606.53,5,5,5,555,Champions
14409.0,71,6,2059.4500000000003,3,5,5,355,Loyal Customers
14410.0,92,9,1105.07,2,5,4,254,At Risk / Churning
14411.0,311,1,1063.0,1,1,4,114,Lost
14412.0,43,2,770.03,3,3,3,333,Loyal Customers
14413.0,362,1,122.7,1,1,1,111,Lost
14414.0,92,7,1496.98,2,5,4,254,At Risk / Churning
14415.0,1,13,5900.28,5,5,5,555,Champions
14416.0,22,2,490.22,4,3,3,433,Loyal Customers
14418.0,4,3,1937.25,5,3,4,534,Loyal Customers
14419.0,11,6,1058.06,5,5,4,554,Champions
14420.0,99,1,387.52,2,1,2,212,Lost
14421.0,57,2,813.11,3,3,3,333,Loyal Customers
14422.0,1,6,4263.64,5,5,5,555,Champions
14423.0,218,1,265.2,1,1,2,112,Lost
14424.0,18,1,322.08,4,1,2,412,New/Promising
14426.0,24,10,4481.67,4,5,5,455,Champions
14427.0,50,2,363.34000000000003,3,3,2,332,Loyal Customers
14428.0,7,5,1244.83,5,4,4,544,Champions
14431.0,303,1,470.36,1,1,2,112,Lost
14432.0,10,6,2255.51,5,5,5,555,Champions
14434.0,22,6,1372.8,4,5,4,454,Champions
14436.0,99,1,89.06,2,1,1,211,Lost
14437.0,366,1,63.0,1,1,1,111,Lost
14438.0,306,1,131.9,1,1,1,111,Lost
14439.0,320,1,2661.24,1,1,5,115,Lost
14440.0,8,5,2357.6800000000003,5,4,5,545,Champions
14441.0,1,4,1712.89,5,4,4,544,Champions
14442.0,205,2,1589.82,1,3,4,134,At Risk / Churning
14443.0,54,4,1420.2,3,4,4,344,Loyal Customers
14446.0,1,4,1039.58,5,4,4,544,Champions
14447.0,19,5,1163.23,4,4,4,444,Champions
14448.0,9,2,375.35,5,3,2,532,Loyal Customers
14449.0,19,4,907.1,4,4,3,443,Champions
14450.0,181,3,483.25,1,3,2,132,At Risk / Churning
14451.0,60,2,662.59,3,3,3,333,Loyal Customers
14452.0,11,2,264.44,5,3,2,532,Loyal Customers
14453.0,190,1,119.93,1,1,1,111,Lost
14456.0,5,9,3062.4,5,5,5,555,Champions
14457.0,311,1,113.64,1,1,1,111,Lost
14459.0,155,1,1837.92,2,1,4,214,Lost
14460.0,110,3,434.34,2,3,2,232,At Risk / Churning
14461.0,148,3,2103.06,2,3,5,235,At Risk / Churning
14462.0,66,11,2004.02,3,5,4,354,Loyal Customers
14463.0,98,3,529.62,2,3,3,233,At Risk / Churning
14465.0,247,3,1058.6200000000001,1,3,4,134,At Risk / Churning
14466.0,29,7,2272.4,4,5,5,455,Champions
14467.0,18,4,598.76,4,4,3,443,Champions
14470.0,12,2,461.19,5,3,2,532,Loyal Customers
14472.0,104,8,1936.84,2,5,4,254,At Risk / Churning
14473.0,74,2,234.34000000000003,2,3,1,231,At Risk / Churning
14474.0,46,1,547.66,3,1,3,313,Needs Attention
14475.0,72,3,925.85,3,3,3,333,Loyal Customers
14476.0,257,1,215.7,1,1,1,111,Lost
14477.0,20,4,1309.6,4,4,4,444,Champions
14479.0,254,2,316.25,1,3,2,132,At Risk / Churning
14480.0,11,1,279.05,5,1,2,512,New/Promising
14481.0,165,2,636.51,2,3,3,233,At Risk / Churning
14482.0,18,6,2068.15,4,5,5,455,Champions
14483.0,282,1,137.1,1,1,1,111,Lost
14484.0,50,1,321.92,3,1,2,312,Needs Attention
14485.0,39,1,165.75,3,1,1,311,Needs Attention
14487.0,27,6,1196.33,4,5,4,454,Champions
14488.0,68,1,1064.28,3,1,4,314,Needs Attention
14489.0,207,1,463.38,1,1,2,112,Lost
14491.0,175,2,340.93,2,3,2,232,At Risk / Churning
14493.0,7,5,2383.2400000000002,5,4,5,545,Champions
14494.0,26,1,139.56,4,1,1,411,New/Promising
14495.0,51,2,123.8,3,3,1,331,Loyal Customers
14496.0,312,2,538.8100000000001,1,3,3,133,At Risk / Churning
14497.0,309,1,475.37,1,1,2,112,Lost
14498.0,43,5,1957.32,3,4,4,344,Loyal Customers
14499.0,26,3,815.32,4,3,3,433,Loyal Customers
14500.0,88,3,356.85,2,3,2,232,At Risk / Churning
14501.0,184,2,251.21,1,3,2,132,At Risk / Churning
14502.0,20,11,2470.67,4,5,5,455,Champions
14503.0,3,6,3543.26,5,5,5,555,Champions
14504.0,47,4,673.26,3,4,3,343,Loyal Customers
14505.0,17,8,5905.64,4,5,5,455,Champions
14506.0,17,5,2012.17,4,4,4,444,Champions
14507.0,24,6,1383.18,4,5,4,454,Champions
14508.0,22,2,276.42,4,3,2,432,Loyal Customers
14511.0,11,5,1314.81,5,4,4,544,Champions
14512.0,188,2,275.28,1,3,2,132,At Risk / Churning
14513.0,101,3,455.59000000000003,2,3,2,232,At Risk / Churning
14514.0,61,3,1055.35,3,3,4,334,Loyal Customers
14515.0,18,6,2102.09,4,5,5,455,Champions
14517.0,33,2,330.45,4,3,2,432,Loyal Customers
14518.0,64,1,174.37,3,1,1,311,Needs Attention
14520.0,2,2,270.6,5,3,2,532,Loyal Customers
14522.0,24,4,974.54,4,4,4,444,Champions
14523.0,108,1,241.09,2,1,1,211,Lost
14524.0,32,9,1867.68,4,5,4,454,Champions
14525.0,20,9,4332.2,4,5,5,455,Champions
14527.0,3,55,8508.82,5,5,5,555,Champions
14528.0,37,1,364.21999999999997,3,1,2,312,Needs Attention
14529.0,60,3,620.04,3,3,3,333,Loyal Customers
14530.0,26,6,2925.91,4,5,5,455,Champions
14532.0,236,4,932.85,1,4,3,143,At Risk / Churning
14533.0,25,7,1949.72,4,5,4,454,Champions
14534.0,3,18,4447.05,5,5,5,555,Champions
14535.0,60,3,2864.19,3,3,5,335,Loyal Customers
14536.0,260,1,171.8,1,1,1,111,Lost
14537.0,58,1,355.56,3,1,2,312,Needs Attention
14538.0,65,2,388.25,3,3,2,332,Loyal Customers
14539.0,16,2,537.48,4,3,3,433,Loyal Customers
14540.0,10,3,996.26,5,3,4,534,Loyal Customers
14541.0,59,8,1461.65,3,5,4,354,Loyal Customers
14542.0,186,1,103.25,1,1,1,111,Lost
14543.0,29,16,3630.33,4,5,5,455,Champions
14544.0,24,2,2024.45,4,3,4,434,Loyal Customers
14546.0,5,5,2578.09,5,4,5,545,Champions
14547.0,4,8,4007.54,5,5,5,555,Champions
14548.0,151,2,652.8,2,3,3,233,At Risk / Churning
14549.0,311,1,289.24,1,1,2,112,Lost
